,Index,comments,description,duration(mins),event,film_date,languages,main_speaker,title,num_speaker,published_date,related_talks,speaker_occupation,tags,url,views,related_titles,published_year,ratingPositivity,ratingTotalPositiveCount,Length2,RingID,RingSize,Vappear,relativeViews
679,31,310,"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.",14.05,TED2016,16-02-2016,40,Tim Urban,Inside the mind of a master procrastinator,1,15-03-2016,"[{u'viewed_count': 2558766, u'hero': u'https://pe.tedcdn.com/images/ted/b867da1b6773c92bb7342367fa411d21a0a44018_1600x1200.jpg', u'title': u'Comics that ask ""what if?""', u'id': 1993, u'speaker': u'Randall Munroe', u'duration': 569, u'slug': u'randall_munroe_comics_that_ask_what_if'}, {u'viewed_count': 1332360, u'hero': u'https://pe.tedcdn.com/images/ted/da4cf2be5d40c0b74bdfd51882d6ba3c52571e22_800x600.jpg', u'title': u'Saving for tomorrow, tomorrow', u'id': 1367, u'speaker': u'Shlomo Benartzi', u'duration': 1065, u'slug': u'shlomo_benartzi_saving_more_tomorrow'}, {u'viewed_count': 20475994, u'hero': u'https://pe.tedcdn.com/images/ted/c82a2f0362fa027746e15d11b85e0004549ecd7d_2880x1620.jpg', u'title': u'This is what happens when you reply to spam email', u'id': 2405, u'speaker': u'James Veitch', u'duration': 588, u'slug': u'james_veitch_this_is_what_happens_when_you_reply_to_spam_email'}, {u'viewed_count': 1236854, u'hero': u'https://pe.tedcdn.com/images/ted/187437_800x600.jpg', u'title': u'A monkey economy as irrational as ours', u'id': 927, u'speaker': u'Laurie Santos', u'duration': 1185, u'slug': u'laurie_santos'}, {u'viewed_count': 1304437, u'hero': u'https://pe.tedcdn.com/images/ted/2689358c500f6100e9b372d5a88e1c2e53437f2f_2880x1620.jpg', u'title': u'Brain-to-brain communication has arrived. How we did it', u'id': 2172, u'speaker': u'Miguel Nicolelis', u'duration': 1137, u'slug': u'miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it'}, {u'viewed_count': 1229885, u'hero': u'https://pe.tedcdn.com/images/ted/9759b9b5b08c13a29a320b10ea37110f439795c4_1600x1200.jpg', u'title': u'A monkey that controls a robot with its thoughts. No, really.', u'id': 1671, u'speaker': u'Miguel Nicolelis', u'duration': 895, u'slug': u'miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really'}]",Blogger,"['Internet', 'brain', 'choice', 'comedy', 'decision-making', 'entertainment', 'goal-setting', 'humor', 'mind', 'online video', 'productivity', 'time', 'visualizations', 'work', 'writing']","https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
",14745406,"[Comics that ask ""what if?"", Saving for tomorrow, tomorrow, This is what happens when you reply to spam email, A monkey economy as irrational as ours, Brain-to-brain communication has arrived. How we did it, A monkey that controls a robot with its thoughts. No, really.]",2016,0.979246044,21846,0.583333333,19,361,0,0.31222334
715,31,310,"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.",14.05,TED2016,16-02-2016,40,Tim Urban,Inside the mind of a master procrastinator,1,15-03-2016,"[{u'viewed_count': 2558766, u'hero': u'https://pe.tedcdn.com/images/ted/b867da1b6773c92bb7342367fa411d21a0a44018_1600x1200.jpg', u'title': u'Comics that ask ""what if?""', u'id': 1993, u'speaker': u'Randall Munroe', u'duration': 569, u'slug': u'randall_munroe_comics_that_ask_what_if'}, {u'viewed_count': 1332360, u'hero': u'https://pe.tedcdn.com/images/ted/da4cf2be5d40c0b74bdfd51882d6ba3c52571e22_800x600.jpg', u'title': u'Saving for tomorrow, tomorrow', u'id': 1367, u'speaker': u'Shlomo Benartzi', u'duration': 1065, u'slug': u'shlomo_benartzi_saving_more_tomorrow'}, {u'viewed_count': 20475994, u'hero': u'https://pe.tedcdn.com/images/ted/c82a2f0362fa027746e15d11b85e0004549ecd7d_2880x1620.jpg', u'title': u'This is what happens when you reply to spam email', u'id': 2405, u'speaker': u'James Veitch', u'duration': 588, u'slug': u'james_veitch_this_is_what_happens_when_you_reply_to_spam_email'}, {u'viewed_count': 1236854, u'hero': u'https://pe.tedcdn.com/images/ted/187437_800x600.jpg', u'title': u'A monkey economy as irrational as ours', u'id': 927, u'speaker': u'Laurie Santos', u'duration': 1185, u'slug': u'laurie_santos'}, {u'viewed_count': 1304437, u'hero': u'https://pe.tedcdn.com/images/ted/2689358c500f6100e9b372d5a88e1c2e53437f2f_2880x1620.jpg', u'title': u'Brain-to-brain communication has arrived. How we did it', u'id': 2172, u'speaker': u'Miguel Nicolelis', u'duration': 1137, u'slug': u'miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it'}, {u'viewed_count': 1229885, u'hero': u'https://pe.tedcdn.com/images/ted/9759b9b5b08c13a29a320b10ea37110f439795c4_1600x1200.jpg', u'title': u'A monkey that controls a robot with its thoughts. No, really.', u'id': 1671, u'speaker': u'Miguel Nicolelis', u'duration': 895, u'slug': u'miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really'}]",Blogger,"['Internet', 'brain', 'choice', 'comedy', 'decision-making', 'entertainment', 'goal-setting', 'humor', 'mind', 'online video', 'productivity', 'time', 'visualizations', 'work', 'writing']","https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
",14745406,"[Comics that ask ""what if?"", Saving for tomorrow, tomorrow, This is what happens when you reply to spam email, A monkey economy as irrational as ours, Brain-to-brain communication has arrived. How we did it, A monkey that controls a robot with its thoughts. No, really.]",2016,0.979246044,21846,0.583333333,20,400,0,0.31222334
30,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,1,1,1,0.433563942
66,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,2,4,1,0.433563942
102,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,3,9,1,0.433563942
138,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,4,16,1,0.433563942
174,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,5,25,1,0.433563942
210,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,6,36,1,0.433563942
246,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,7,49,1,0.433563942
282,30,150,"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",9.8,TEDGlobal>Geneva,12-08-2015,43,James Veitch,This is what happens when you reply to spam email,1,01-08-2016,"[{u'viewed_count': 2782842, u'hero': u'https://pe.tedcdn.com/images/ted/b37fddd0ff22525d9ed1c9bde56f170221cbce31_2880x1620.jpg', u'title': u'Why we laugh', u'id': 2236, u'speaker': u'Sophie Scott', u'duration': 1024, u'slug': u'sophie_scott_why_we_laugh'}, {u'viewed_count': 4597279, u'hero': u'https://pe.tedcdn.com/images/ted/cf60edde3cb4303d421107d7bbce32e58f8ab9f3_2880x1620.jpg', u'title': u'Why city flags may be the worst-designed thing you've never noticed', u'id': 2253, u'speaker': u'Roman Mars', u'duration': 1098, u'slug': u'roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed'}, {u'viewed_count': 1813747, u'hero': u'https://pe.tedcdn.com/images/ted/387_480x360.jpg', u'title': u'If I controlled the Internet', u'id': 26, u'speaker': u'Rives', u'duration': 247, u'slug': u'rives_controls_the_internet'}, {u'viewed_count': 538022, u'hero': u'https://pe.tedcdn.com/images/ted/164496_800x600.jpg', u'title': u'Political change with pen and paper', u'id': 838, u'speaker': u'Omar Ahmad', u'duration': 367, u'slug': u'omar_ahmad_political_change_with_pen_and_paper'}, {u'viewed_count': 5711818, u'hero': u'https://pe.tedcdn.com/images/ted/a071a87107bdf04eb17ab834903ec11afaa39404_2880x1620.jpg', u'title': u'The agony of trying to unsubscribe', u'id': 2577, u'speaker': u'James Veitch', u'duration': 460, u'slug': u'james_veitch_the_agony_of_trying_to_unsubscribe'}, {u'viewed_count': 174332, u'hero': u'https://pe.tedcdn.com/images/ted/29c62ce2436bb06f95e73d2ea81b61eadf77b687_800x600.jpg', u'title': u'A new way to stop identity theft', u'id': 1466, u'speaker': u'David Birch', u'duration': 1023, u'slug': u'david_birch_identity_without_a_name'}]",Comedian and writer,"['comedy', 'communication', 'curiosity', 'humor', 'technology']","https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
",20475972,"[Why we laugh, Why city flags may be the worst-designed thing you've never noticed, If I controlled the Internet, Political change with pen and paper, The agony of trying to unsubscribe, A new way to stop identity theft]",2016,0.973233058,12035,0.380555556,8,64,1,0.433563942
